viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V13845,2023-10-02,Active,12,,45-54
V13846,2023-10-02,Active,12,,35-44
V13847,2023-10-02,Active,12,,25-34
V13848,2024-04-04,Cancelled,6,SH2045,35-44
V13849,2024-07-03,Active,3,,25-34
V13850,2021-10-02,Active,36,,35-44
V13851,2024-09-01,Active,1,,18-24
V13852,2024-04-04,Active,6,,35-44
V13853,2024-09-01,Cancelled,1,SH2034,18-24
V13854,2022-10-02,Active,24,,45-54
V13855,2024-04-04,Active,6,,25-34
V13856,2024-07-03,Active,3,,35-44
V13857,2024-09-01,Active,1,,18-24
V13858,2023-10-02,Active,12,,18-24
V13859,2024-04-04,Active,6,,55+
V13860,2022-10-02,Active,24,,55+
V13861,2022-10-02,Cancelled,24,,35-44
V13862,2024-07-03,Active,3,,35-44
V13863,2024-07-03,Active,3,,25-34
V13864,2024-07-03,Active,3,,55+
V13865,2023-10-02,Active,12,,35-44
V13866,2024-04-04,Active,6,,45-54
V13867,2024-07-03,Active,3,,45-54
V13868,2024-07-03,Active,3,,18-24
V13869,2024-09-01,Active,1,,18-24
V13870,2023-10-02,Cancelled,12,,25-34
V13871,2024-07-03,Active,3,,25-34
V13872,2023-10-02,Active,12,,35-44
V13873,2023-10-02,Active,12,,35-44
V13874,2022-10-02,Active,24,,25-34
V13875,2023-10-02,Active,12,,25-34
V13876,2024-04-04,Active,6,,25-34
V13877,2024-07-03,Cancelled,3,,45-54
V13878,2023-10-02,Cancelled,12,SH2020,18-24
V13879,2024-04-04,Active,6,,35-44
V13880,2024-04-04,Active,6,,35-44
V13881,2021-10-02,Active,36,,35-44
V13882,2024-04-04,Active,6,,35-44
V13883,2024-07-03,Active,3,,25-34
V13884,2024-07-03,Active,3,,25-34
V13885,2023-10-02,Cancelled,12,,25-34
V13886,2022-10-02,Active,24,,25-34
V13887,2023-10-02,Active,12,,18-24
V13888,2024-04-04,Active,6,,55+
V13889,2024-07-03,Paused,3,,25-34
V13890,2024-07-03,Active,3,,35-44
V13891,2024-07-03,Active,3,,45-54
V13892,2021-10-02,Active,36,,18-24
V13893,2023-10-02,Active,12,,18-24
V13894,2022-10-02,Active,24,,35-44
V13895,2024-04-04,Active,6,,25-34
V13896,2023-10-02,Paused,12,,25-34
V13897,2024-04-04,Active,6,,45-54
V13898,2021-10-02,Cancelled,36,,35-44
V13899,2024-07-03,Active,3,,35-44
V13900,2024-04-04,Cancelled,6,SH2042,35-44
V13901,2024-07-03,Active,3,,45-54
V13902,2023-10-02,Active,12,,25-34
V13903,2024-07-03,Paused,3,,35-44
V13904,2024-04-04,Active,6,,45-54
V13905,2024-07-03,Active,3,,35-44
V13906,2023-10-02,Active,12,,45-54
V13907,2024-04-04,Active,6,,55+
V13908,2024-04-04,Active,6,,35-44
V13909,2024-04-04,Active,6,,45-54
V13910,2022-10-02,Active,24,,25-34
V13911,2024-09-01,Active,1,,25-34
V13912,2024-07-03,Paused,3,,45-54
V13913,2023-10-02,Active,12,,25-34
V13914,2021-10-02,Active,36,,18-24
V13915,2024-04-04,Cancelled,6,SH2036,45-54
V13916,2024-07-03,Cancelled,3,,18-24
V13917,2024-07-03,Cancelled,3,,45-54
V13918,2023-10-02,Active,12,,35-44
V13919,2024-07-03,Active,3,,45-54
V13920,2024-07-03,Cancelled,3,,25-34
V13921,2022-10-02,Active,24,,35-44
V13922,2023-10-02,Cancelled,12,,25-34
V13923,2024-04-04,Active,6,,18-24
V13924,2024-07-03,Active,3,,45-54
V13925,2023-10-02,Active,12,,18-24
V13926,2024-07-03,Active,3,,35-44
V13927,2024-09-01,Active,1,,55+
V13928,2023-10-02,Cancelled,12,SH2043,35-44
V13929,2024-07-03,Active,3,,25-34
V13930,2022-10-02,Active,24,,25-34
V13931,2022-10-02,Active,24,,25-34
V13932,2024-04-04,Active,6,,55+
V13933,2022-10-02,Active,24,,55+
V13934,2024-09-01,Active,1,,45-54
V13935,2024-07-03,Active,3,,25-34
V13936,2024-04-04,Active,6,,35-44
V13937,2024-07-03,Active,3,,55+
V13938,2022-10-02,Active,24,,55+
V13939,2023-10-02,Active,12,,18-24
V13940,2024-07-03,Active,3,,25-34
V13941,2024-04-04,Active,6,,55+
V13942,2024-07-03,Cancelled,3,SH2014,55+
V13943,2024-07-03,Cancelled,3,,35-44
V13944,2024-09-01,Cancelled,1,SH2041,55+
V13945,2022-10-02,Active,24,,18-24
V13946,2021-10-02,Active,36,,55+
V13947,2024-04-04,Active,6,,35-44
V13948,2021-10-02,Paused,36,,25-34
V13949,2024-07-03,Active,3,,35-44
V13950,2023-10-02,Active,12,,55+
V13951,2023-10-02,Cancelled,12,,35-44
V13952,2021-10-02,Active,36,,45-54
V13953,2021-10-02,Active,36,,35-44
V13954,2024-09-01,Active,1,,25-34
V13955,2024-07-03,Active,3,,25-34
V13956,2024-04-04,Active,6,,18-24
V13957,2024-09-01,Active,1,,35-44
V13958,2024-04-04,Active,6,,45-54
V13959,2024-04-04,Active,6,,55+
V13960,2022-10-02,Active,24,,35-44
V13961,2024-07-03,Active,3,,55+
V13962,2024-04-04,Cancelled,6,,25-34
V13963,2024-04-04,Active,6,,35-44
V13964,2024-07-03,Active,3,,45-54
V13965,2024-07-03,Cancelled,3,SH2040,25-34
V13966,2024-04-04,Active,6,,35-44
V13967,2024-04-04,Cancelled,6,,35-44
V13968,2022-10-02,Active,24,,35-44
V13969,2021-10-02,Active,36,,45-54
V13970,2023-10-02,Cancelled,12,SH2018,55+
V13971,2022-10-02,Cancelled,24,,25-34
V13972,2024-04-04,Active,6,,45-54
V13973,2024-04-04,Active,6,,25-34
V13974,2021-10-02,Cancelled,36,SH2001,45-54
V13975,2024-07-03,Active,3,,25-34
V13976,2024-04-04,Active,6,,25-34
V13977,2024-07-03,Cancelled,3,,35-44
V13978,2024-04-04,Cancelled,6,SH2000,55+
V13979,2024-09-01,Active,1,,18-24
V13980,2024-04-04,Active,6,,35-44
V13981,2024-07-03,Active,3,,35-44
V13982,2022-10-02,Active,24,,35-44
V13983,2022-10-02,Active,24,,25-34
V13984,2024-07-03,Cancelled,3,,25-34
V13985,2022-10-02,Active,24,,35-44
V13986,2024-09-01,Active,1,,35-44
V13987,2023-10-02,Active,12,,45-54
V13988,2024-07-03,Active,3,,25-34
V13989,2024-07-03,Paused,3,,35-44
V13990,2024-04-04,Active,6,,25-34
V13991,2024-04-04,Active,6,,55+
V13992,2022-10-02,Active,24,,25-34
V13993,2024-09-01,Active,1,,25-34
V13994,2024-04-04,Active,6,,35-44
V13995,2023-10-02,Active,12,,45-54
V13996,2024-07-03,Active,3,,45-54
V13997,2024-04-04,Cancelled,6,,18-24
V13998,2024-04-04,Active,6,,45-54
V13999,2023-10-02,Cancelled,12,,25-34
V14000,2023-10-02,Active,12,,55+
V14001,2024-07-03,Active,3,,35-44
V14002,2022-10-02,Cancelled,24,SH2048,25-34
V14003,2022-10-02,Paused,24,,55+
V14004,2022-10-02,Active,24,,18-24
V14005,2024-04-04,Active,6,,45-54
V14006,2021-10-02,Active,36,,25-34
V14007,2024-07-03,Active,3,,35-44
V14008,2024-04-04,Cancelled,6,,35-44
V14009,2023-10-02,Cancelled,12,,18-24
V14010,2023-10-02,Active,12,,25-34
V14011,2022-10-02,Active,24,,25-34
V14012,2024-07-03,Active,3,,45-54
V14013,2024-04-04,Active,6,,55+
V14014,2023-10-02,Cancelled,12,SH2003,25-34
V14015,2024-04-04,Active,6,,25-34
V14016,2022-10-02,Active,24,,18-24
V14017,2023-10-02,Active,12,,25-34
V14018,2023-10-02,Active,12,,25-34
V14019,2023-10-02,Cancelled,12,SH2016,35-44
V14020,2024-04-04,Active,6,,25-34
V14021,2023-10-02,Active,12,,25-34
V14022,2024-04-04,Active,6,,55+
V14023,2024-04-04,Cancelled,6,,45-54
V14024,2024-09-01,Cancelled,1,SH2045,18-24
V14025,2024-07-03,Active,3,,35-44
V14026,2024-04-04,Paused,6,,18-24
V14027,2023-10-02,Paused,12,,45-54
V14028,2024-07-03,Active,3,,25-34
V14029,2023-10-02,Active,12,,25-34
V14030,2024-04-04,Active,6,,25-34
V14031,2022-10-02,Cancelled,24,,18-24
V14032,2024-07-03,Active,3,,55+
V14033,2022-10-02,Active,24,,25-34
V14034,2024-07-03,Active,3,,18-24
V14035,2024-04-04,Active,6,,25-34
V14036,2024-07-03,Paused,3,,35-44
V14037,2024-07-03,Active,3,,35-44
V14038,2024-07-03,Active,3,,45-54
V14039,2023-10-02,Active,12,,35-44
V14040,2022-10-02,Cancelled,24,,35-44
V14041,2024-04-04,Active,6,,35-44
V14042,2024-04-04,Active,6,,25-34
V14043,2024-04-04,Cancelled,6,,35-44
V14044,2024-07-03,Active,3,,25-34
V14045,2023-10-02,Active,12,,25-34
V14046,2024-07-03,Active,3,,55+
V14047,2024-07-03,Active,3,,35-44
V14048,2022-10-02,Active,24,,35-44
V14049,2022-10-02,Active,24,,25-34
V14050,2024-04-04,Cancelled,6,,18-24
V14051,2023-10-02,Active,12,,25-34
V14052,2024-04-04,Active,6,,25-34
V14053,2024-04-04,Cancelled,6,,25-34
V14054,2023-10-02,Active,12,,35-44
V14055,2024-09-01,Paused,1,,45-54
V14056,2024-07-03,Active,3,,25-34
V14057,2024-04-04,Active,6,,25-34
V14058,2023-10-02,Active,12,,45-54
V14059,2022-10-02,Active,24,,45-54
V14060,2024-07-03,Active,3,,35-44
V14061,2024-04-04,Active,6,,45-54
V14062,2021-10-02,Active,36,,45-54
V14063,2024-09-01,Active,1,,35-44
V14064,2024-04-04,Active,6,,25-34
V14065,2023-10-02,Active,12,,35-44
V14066,2024-07-03,Active,3,,25-34
V14067,2024-07-03,Cancelled,3,SH2009,18-24
V14068,2023-10-02,Active,12,,35-44
V14069,2024-04-04,Active,6,,35-44
V14070,2023-10-02,Active,12,,35-44
V14071,2023-10-02,Cancelled,12,,45-54
V14072,2021-10-02,Active,36,,45-54
V14073,2023-10-02,Active,12,,18-24
V14074,2023-10-02,Active,12,,35-44
V14075,2024-04-04,Active,6,,25-34
V14076,2023-10-02,Active,12,,35-44
V14077,2024-04-04,Cancelled,6,SH2045,18-24
V14078,2024-07-03,Active,3,,55+
V14079,2024-07-03,Active,3,,25-34
V14080,2021-10-02,Active,36,,45-54
V14081,2022-10-02,Active,24,,25-34
V14082,2023-10-02,Cancelled,12,SH2055,45-54
V14083,2023-10-02,Cancelled,12,,25-34
V14084,2023-10-02,Active,12,,25-34
V14085,2024-04-04,Active,6,,18-24
V14086,2023-10-02,Active,12,,35-44
V14087,2024-07-03,Active,3,,18-24
V14088,2024-09-01,Active,1,,25-34
V14089,2024-07-03,Active,3,,25-34
V14090,2024-09-01,Active,1,,35-44
V14091,2024-04-04,Paused,6,,25-34
V14092,2024-04-04,Active,6,,25-34
V14093,2022-10-02,Active,24,,25-34
V14094,2023-10-02,Active,12,,55+
V14095,2022-10-02,Active,24,,18-24
V14096,2024-07-03,Active,3,,25-34
V14097,2024-04-04,Cancelled,6,,25-34
V14098,2023-10-02,Cancelled,12,,18-24
V14099,2023-10-02,Cancelled,12,,55+
V14100,2024-07-03,Active,3,,18-24
V14101,2023-10-02,Active,12,,35-44
V14102,2022-10-02,Active,24,,25-34
V14103,2024-07-03,Cancelled,3,SH2022,25-34
V14104,2024-09-01,Active,1,,25-34
V14105,2022-10-02,Active,24,,25-34
V14106,2024-04-04,Active,6,,18-24
V14107,2022-10-02,Active,24,,45-54
V14108,2022-10-02,Active,24,,35-44
V14109,2024-09-01,Cancelled,1,,25-34
V14110,2024-07-03,Active,3,,25-34
V14111,2024-04-04,Cancelled,6,,45-54
V14112,2024-04-04,Cancelled,6,,18-24
V14113,2024-07-03,Active,3,,35-44
V14114,2024-04-04,Cancelled,6,,18-24
V14115,2024-04-04,Cancelled,6,,25-34
V14116,2024-04-04,Active,6,,45-54
V14117,2024-09-01,Active,1,,18-24
V14118,2024-04-04,Active,6,,35-44
V14119,2024-04-04,Active,6,,25-34
V14120,2024-04-04,Paused,6,,45-54
V14121,2024-09-01,Active,1,,55+
V14122,2024-04-04,Active,6,,45-54
V14123,2024-07-03,Active,3,,55+
V14124,2023-10-02,Active,12,,18-24
V14125,2024-07-03,Cancelled,3,SH2033,25-34
V14126,2022-10-02,Active,24,,18-24
V14127,2022-10-02,Cancelled,24,SH2000,55+
V14128,2024-04-04,Active,6,,35-44
V14129,2024-07-03,Active,3,,55+
V14130,2024-07-03,Active,3,,25-34
V14131,2024-04-04,Active,6,,18-24
V14132,2024-04-04,Active,6,,25-34
V14133,2024-04-04,Active,6,,45-54
V14134,2024-07-03,Active,3,,25-34
V14135,2023-10-02,Active,12,,25-34
V14136,2024-09-01,Active,1,,25-34
V14137,2024-07-03,Cancelled,3,,35-44
V14138,2024-04-04,Active,6,,18-24
V14139,2022-10-02,Paused,24,,25-34
V14140,2024-09-01,Active,1,,35-44
V14141,2023-10-02,Cancelled,12,,45-54
V14142,2023-10-02,Active,12,,35-44
V14143,2024-04-04,Active,6,,35-44
V14144,2023-10-02,Active,12,,35-44
V14145,2023-10-02,Active,12,,35-44
V14146,2024-04-04,Active,6,,18-24
V14147,2024-04-04,Active,6,,55+
V14148,2024-04-04,Active,6,,25-34
V14149,2024-09-01,Cancelled,1,,25-34
V14150,2023-10-02,Active,12,,45-54
V14151,2024-04-04,Active,6,,45-54
V14152,2022-10-02,Active,24,,18-24
V14153,2024-09-01,Active,1,,55+
V14154,2024-04-04,Active,6,,45-54
V14155,2024-04-04,Active,6,,55+
V14156,2022-10-02,Cancelled,24,,35-44
V14157,2024-07-03,Active,3,,55+
V14158,2024-07-03,Cancelled,3,SH2046,25-34
V14159,2024-07-03,Active,3,,18-24
V14160,2022-10-02,Active,24,,25-34
V14161,2024-09-01,Cancelled,1,,35-44
V14162,2024-04-04,Active,6,,18-24
V14163,2024-04-04,Active,6,,55+
V14164,2023-10-02,Active,12,,25-34
V14165,2023-10-02,Active,12,,25-34
V14166,2024-07-03,Active,3,,45-54
V14167,2024-07-03,Active,3,,25-34
V14168,2023-10-02,Active,12,,25-34
V14169,2022-10-02,Paused,24,,55+
V14170,2022-10-02,Active,24,,25-34
V14171,2024-07-03,Active,3,,55+
V14172,2023-10-02,Active,12,,25-34
V14173,2022-10-02,Cancelled,24,,25-34
V14174,2024-07-03,Active,3,,35-44
V14175,2023-10-02,Active,12,,25-34
V14176,2021-10-02,Active,36,,35-44
V14177,2024-07-03,Active,3,,25-34
V14178,2024-07-03,Active,3,,25-34
V14179,2024-04-04,Active,6,,45-54
V14180,2024-07-03,Active,3,,18-24
V14181,2024-04-04,Active,6,,55+
V14182,2023-10-02,Active,12,,18-24
V14183,2024-04-04,Cancelled,6,,25-34
V14184,2022-10-02,Cancelled,24,,45-54
V14185,2022-10-02,Active,24,,35-44
V14186,2023-10-02,Active,12,,55+
V14187,2024-09-01,Active,1,,25-34
V14188,2024-07-03,Active,3,,35-44
V14189,2024-09-01,Active,1,,35-44
V14190,2024-07-03,Active,3,,35-44
V14191,2023-10-02,Cancelled,12,,45-54
V14192,2024-04-04,Cancelled,6,,45-54
V14193,2024-09-01,Paused,1,,25-34
V14194,2023-10-02,Active,12,,25-34
V14195,2024-07-03,Active,3,,18-24
V14196,2022-10-02,Active,24,,25-34
V14197,2024-07-03,Active,3,,25-34
V14198,2024-07-03,Active,3,,35-44
V14199,2024-09-01,Active,1,,25-34
V14200,2021-10-02,Active,36,,35-44
V14201,2024-07-03,Active,3,,18-24
V14202,2024-09-01,Active,1,,25-34
V14203,2024-09-01,Active,1,,55+
V14204,2024-04-04,Active,6,,55+
V14205,2022-10-02,Active,24,,35-44
V14206,2024-09-01,Active,1,,25-34
V14207,2024-07-03,Active,3,,18-24
V14208,2023-10-02,Active,12,,35-44
V14209,2024-09-01,Active,1,,35-44
V14210,2021-10-02,Active,36,,25-34
V14211,2022-10-02,Active,24,,45-54
V14212,2024-04-04,Active,6,,25-34
V14213,2024-07-03,Active,3,,45-54
V14214,2023-10-02,Active,12,,45-54
V14215,2024-07-03,Active,3,,25-34
V14216,2023-10-02,Active,12,,35-44
V14217,2022-10-02,Active,24,,18-24
V14218,2024-04-04,Active,6,,35-44
V14219,2021-10-02,Active,36,,25-34
V14220,2023-10-02,Active,12,,25-34
V14221,2022-10-02,Active,24,,18-24
V14222,2024-07-03,Active,3,,45-54
V14223,2022-10-02,Active,24,,55+
V14224,2024-04-04,Active,6,,35-44
V14225,2024-09-01,Paused,1,,18-24
V14226,2024-07-03,Cancelled,3,,35-44
V14227,2024-04-04,Active,6,,55+
V14228,2024-09-01,Cancelled,1,,25-34
V14229,2024-09-01,Active,1,,45-54
V14230,2024-04-04,Active,6,,45-54
V14231,2023-10-02,Cancelled,12,SH2010,25-34
V14232,2024-07-03,Active,3,,35-44
V14233,2024-04-04,Paused,6,,35-44
V14234,2024-09-01,Active,1,,18-24
V14235,2023-10-02,Active,12,,35-44
V14236,2024-07-03,Cancelled,3,,25-34
V14237,2024-07-03,Cancelled,3,SH2033,45-54
V14238,2024-09-01,Active,1,,25-34
V14239,2022-10-02,Active,24,,25-34
V14240,2024-04-04,Cancelled,6,,55+
V14241,2021-10-02,Cancelled,36,,55+
V14242,2024-09-01,Active,1,,35-44
V14243,2024-04-04,Active,6,,35-44
V14244,2022-10-02,Active,24,,45-54
V14245,2023-10-02,Paused,12,,55+
V14246,2023-10-02,Active,12,,25-34
V14247,2024-04-04,Cancelled,6,,45-54
V14248,2024-07-03,Active,3,,25-34
V14249,2024-09-01,Active,1,,18-24
V14250,2022-10-02,Active,24,,25-34
V14251,2021-10-02,Active,36,,18-24
V14252,2024-07-03,Active,3,,18-24
V14253,2024-09-01,Active,1,,25-34
V14254,2024-04-04,Cancelled,6,,25-34
V14255,2024-04-04,Active,6,,45-54
V14256,2024-09-01,Active,1,,35-44
V14257,2024-04-04,Cancelled,6,,55+
V14258,2024-04-04,Active,6,,55+
V14259,2022-10-02,Cancelled,24,,25-34
V14260,2024-07-03,Active,3,,55+
V14261,2024-09-01,Paused,1,,18-24
V14262,2022-10-02,Active,24,,25-34
V14263,2024-07-03,Active,3,,25-34
V14264,2023-10-02,Active,12,,18-24
V14265,2024-09-01,Active,1,,45-54
V14266,2022-10-02,Active,24,,35-44
V14267,2023-10-02,Active,12,,25-34
V14268,2024-04-04,Active,6,,18-24
V14269,2024-07-03,Active,3,,18-24
V14270,2024-07-03,Active,3,,18-24
V14271,2024-07-03,Cancelled,3,,18-24
V14272,2024-04-04,Active,6,,35-44
V14273,2024-07-03,Cancelled,3,,25-34
V14274,2024-04-04,Paused,6,,45-54
V14275,2021-10-02,Active,36,,25-34
V14276,2023-10-02,Cancelled,12,,55+
V14277,2023-10-02,Active,12,,35-44
V14278,2024-07-03,Active,3,,55+
V14279,2024-09-01,Active,1,,35-44
V14280,2024-09-01,Active,1,,35-44
V14281,2024-07-03,Cancelled,3,SH2041,55+
V14282,2024-07-03,Active,3,,35-44
V14283,2024-09-01,Active,1,,18-24
V14284,2022-10-02,Active,24,,25-34
V14285,2024-09-01,Active,1,,35-44
V14286,2023-10-02,Paused,12,,25-34
V14287,2024-04-04,Active,6,,45-54
V14288,2024-07-03,Active,3,,35-44
V14289,2024-09-01,Active,1,,35-44
V14290,2024-07-03,Active,3,,25-34
V14291,2024-04-04,Active,6,,55+
V14292,2024-09-01,Active,1,,18-24
V14293,2024-04-04,Active,6,,18-24
V14294,2024-09-01,Active,1,,35-44
V14295,2024-09-01,Paused,1,,25-34
V14296,2024-04-04,Active,6,,25-34
V14297,2023-10-02,Active,12,,25-34
V14298,2024-07-03,Cancelled,3,,18-24
V14299,2024-07-03,Active,3,,25-34
V14300,2022-10-02,Active,24,,35-44
V14301,2024-07-03,Active,3,,35-44
V14302,2024-04-04,Active,6,,55+
V14303,2024-04-04,Cancelled,6,SH2057,18-24
V14304,2024-07-03,Cancelled,3,,45-54
V14305,2023-10-02,Cancelled,12,SH2055,18-24
V14306,2024-04-04,Active,6,,45-54
V14307,2024-07-03,Cancelled,3,,18-24
V14308,2024-09-01,Active,1,,45-54
V14309,2022-10-02,Cancelled,24,SH2015,55+
V14310,2024-07-03,Active,3,,18-24
V14311,2024-07-03,Active,3,,25-34
V14312,2022-10-02,Active,24,,35-44
V14313,2024-04-04,Active,6,,55+
V14314,2024-07-03,Active,3,,25-34
V14315,2024-09-01,Active,1,,45-54
V14316,2024-09-01,Active,1,,25-34
V14317,2023-10-02,Active,12,,35-44
V14318,2024-04-04,Cancelled,6,,45-54
V14319,2022-10-02,Active,24,,25-34
V14320,2022-10-02,Cancelled,24,SH2042,18-24
V14321,2024-09-01,Cancelled,1,,45-54
V14322,2024-09-01,Active,1,,35-44
V14323,2022-10-02,Active,24,,25-34
V14324,2022-10-02,Paused,24,,35-44
V14325,2022-10-02,Active,24,,35-44
V14326,2023-10-02,Active,12,,25-34
V14327,2024-04-04,Active,6,,25-34
V14328,2024-07-03,Cancelled,3,SH2058,35-44
V14329,2024-04-04,Active,6,,45-54
V14330,2022-10-02,Cancelled,24,,25-34
V14331,2024-09-01,Active,1,,45-54
V14332,2024-04-04,Paused,6,,18-24
V14333,2022-10-02,Active,24,,45-54
V14334,2022-10-02,Cancelled,24,,25-34
V14335,2024-07-03,Active,3,,25-34
V14336,2022-10-02,Active,24,,45-54
V14337,2023-10-02,Active,12,,55+
V14338,2024-09-01,Cancelled,1,,25-34
V14339,2024-04-04,Active,6,,25-34
V14340,2024-07-03,Active,3,,25-34
V14341,2024-04-04,Cancelled,6,,35-44
V14342,2023-10-02,Active,12,,35-44
V14343,2024-04-04,Active,6,,18-24
V14344,2022-10-02,Cancelled,24,,25-34
V14345,2024-09-01,Active,1,,18-24
V14346,2023-10-02,Cancelled,12,SH2048,45-54
V14347,2023-10-02,Active,12,,25-34
V14348,2024-09-01,Active,1,,25-34
V14349,2024-04-04,Cancelled,6,,45-54
V14350,2022-10-02,Active,24,,45-54
V14351,2024-04-04,Active,6,,35-44
V14352,2024-09-01,Active,1,,55+
V14353,2023-10-02,Active,12,,25-34
V14354,2022-10-02,Paused,24,,25-34
V14355,2022-10-02,Cancelled,24,,18-24
V14356,2024-07-03,Active,3,,35-44
V14357,2023-10-02,Active,12,,25-34
V14358,2022-10-02,Cancelled,24,,45-54
V14359,2024-09-01,Active,1,,45-54
V14360,2024-07-03,Paused,3,,45-54
V14361,2023-10-02,Active,12,,35-44
V14362,2023-10-02,Active,12,,45-54
V14363,2023-10-02,Cancelled,12,SH2018,45-54
V14364,2024-09-01,Active,1,,55+
V14365,2024-07-03,Cancelled,3,,45-54
V14366,2023-10-02,Active,12,,45-54
V14367,2024-09-01,Active,1,,55+
V14368,2023-10-02,Paused,12,,45-54
V14369,2022-10-02,Active,24,,45-54
V14370,2024-04-04,Cancelled,6,,45-54
V14371,2023-10-02,Active,12,,18-24
V14372,2022-10-02,Active,24,,25-34
V14373,2024-09-01,Cancelled,1,,45-54
V14374,2023-10-02,Active,12,,25-34
V14375,2024-09-01,Cancelled,1,,18-24
V14376,2024-04-04,Active,6,,55+
V14377,2024-09-01,Cancelled,1,SH2000,18-24
V14378,2022-10-02,Active,24,,25-34
V14379,2024-07-03,Active,3,,18-24
V14380,2024-09-01,Active,1,,25-34
V14381,2023-10-02,Active,12,,35-44
V14382,2024-04-04,Active,6,,35-44
V14383,2024-09-01,Cancelled,1,,35-44
V14384,2024-09-01,Active,1,,25-34
V14385,2023-10-02,Active,12,,18-24
V14386,2024-07-03,Active,3,,25-34
V14387,2024-04-04,Active,6,,25-34
V14388,2024-07-03,Active,3,,18-24
V14389,2024-07-03,Active,3,,25-34
V14390,2024-04-04,Cancelled,6,SH2041,45-54
V14391,2024-07-03,Active,3,,45-54
V14392,2024-04-04,Active,6,,55+
V14393,2022-10-02,Active,24,,25-34
V14394,2021-10-02,Active,36,,25-34
V14395,2024-07-03,Active,3,,35-44
V14396,2023-10-02,Paused,12,,45-54
V14397,2024-07-03,Active,3,,55+
V14398,2024-07-03,Active,3,,55+
V14399,2024-04-04,Active,6,,45-54
V14400,2021-10-02,Active,36,,45-54
V14401,2024-04-04,Active,6,,55+
V14402,2021-10-02,Active,36,,25-34
V14403,2024-09-01,Active,1,,18-24
V14404,2024-04-04,Active,6,,25-34
V14405,2024-09-01,Cancelled,1,,25-34
V14406,2022-10-02,Active,24,,25-34
V14407,2024-09-01,Active,1,,25-34
V14408,2023-10-02,Active,12,,25-34
V14409,2024-04-04,Active,6,,55+
V14410,2024-09-01,Active,1,,18-24
V14411,2024-04-04,Cancelled,6,,25-34
V14412,2023-10-02,Cancelled,12,SH2049,45-54
V14413,2024-04-04,Cancelled,6,SH2039,25-34
V14414,2021-10-02,Active,36,,45-54
V14415,2022-10-02,Cancelled,24,,25-34
V14416,2024-07-03,Active,3,,25-34
V14417,2022-10-02,Active,24,,35-44
V14418,2021-10-02,Active,36,,25-34
V14419,2023-10-02,Active,12,,35-44
V14420,2024-07-03,Cancelled,3,,25-34
V14421,2024-04-04,Active,6,,25-34
V14422,2024-04-04,Active,6,,35-44
V14423,2024-04-04,Active,6,,35-44
V14424,2024-07-03,Active,3,,45-54
V14425,2022-10-02,Active,24,,25-34
V14426,2024-04-04,Active,6,,35-44
V14427,2024-09-01,Active,1,,18-24
V14428,2024-04-04,Cancelled,6,SH2011,25-34
V14429,2023-10-02,Active,12,,25-34
V14430,2024-04-04,Cancelled,6,,45-54
V14431,2024-07-03,Active,3,,18-24
V14432,2024-07-03,Active,3,,18-24
V14433,2024-07-03,Active,3,,18-24
V14434,2023-10-02,Paused,12,,45-54
V14435,2024-09-01,Active,1,,45-54
V14436,2024-09-01,Cancelled,1,,35-44
V14437,2022-10-02,Active,24,,35-44
V14438,2024-07-03,Active,3,,25-34
V14439,2024-07-03,Active,3,,25-34
V14440,2022-10-02,Active,24,,25-34
V14441,2024-04-04,Active,6,,25-34
V14442,2021-10-02,Active,36,,35-44
V14443,2024-09-01,Active,1,,45-54
V14444,2024-07-03,Active,3,,18-24
V14445,2021-10-02,Active,36,,45-54
V14446,2024-07-03,Active,3,,35-44
V14447,2024-09-01,Active,1,,25-34
V14448,2024-09-01,Cancelled,1,,18-24
V14449,2024-07-03,Active,3,,35-44
V14450,2024-04-04,Active,6,,35-44
V14451,2024-07-03,Cancelled,3,SH2016,25-34
V14452,2024-04-04,Cancelled,6,,45-54
V14453,2023-10-02,Active,12,,45-54
V14454,2023-10-02,Cancelled,12,SH2046,35-44
V14455,2024-09-01,Active,1,,45-54
V14456,2023-10-02,Active,12,,18-24
V14457,2024-04-04,Active,6,,25-34
V14458,2024-07-03,Paused,3,,25-34
V14459,2024-04-04,Active,6,,25-34
V14460,2024-07-03,Cancelled,3,SH2041,45-54
V14461,2022-10-02,Active,24,,45-54
V14462,2024-07-03,Active,3,,25-34
V14463,2023-10-02,Active,12,,45-54
V14464,2024-04-04,Active,6,,35-44
V14465,2024-09-01,Cancelled,1,,25-34
V14466,2023-10-02,Paused,12,,25-34
V14467,2022-10-02,Active,24,,45-54
V14468,2023-10-02,Active,12,,25-34
V14469,2024-09-01,Active,1,,25-34
V14470,2023-10-02,Paused,12,,18-24
V14471,2024-04-04,Active,6,,55+
V14472,2024-04-04,Active,6,,25-34
V14473,2024-07-03,Active,3,,25-34
V14474,2024-09-01,Active,1,,25-34
V14475,2024-04-04,Active,6,,55+
V14476,2022-10-02,Active,24,,25-34
V14477,2023-10-02,Active,12,,25-34
V14478,2024-07-03,Cancelled,3,,45-54
V14479,2024-04-04,Cancelled,6,,55+
V14480,2024-09-01,Active,1,,35-44
V14481,2024-04-04,Active,6,,18-24
V14482,2022-10-02,Cancelled,24,,25-34
V14483,2024-04-04,Cancelled,6,SH2007,25-34
V14484,2022-10-02,Cancelled,24,,55+
